baseline,batch_size,graph,algorithm,measurement_idx,insert_time,algorithm_time
run_ppcsr,10,soc-LiveJournal1,BFS,2,1e-05,0.015901
run_ppcsr,10,soc-LiveJournal1,BFS,3,9e-06,0.015603
run_ppcsr,10,soc-LiveJournal1,BFS,4,8e-06,0.014422
run_ppcsr,10,soc-LiveJournal1,BFS,5,8e-06,0.015469
run_ppcsr,10,soc-LiveJournal1,BFS,6,9e-06,0.015343
run_ppcsr,10,soc-LiveJournal1,BFS,7,9e-06,0.013917
run_ppcsr,10,soc-LiveJournal1,BFS,8,8e-06,0.013943
run_ppcsr,10,soc-LiveJournal1,BFS,9,1.1e-05,0.015026
run_ppcsr,10,soc-LiveJournal1,LabelPropagation,0,9e-06,0.037319
run_ppcsr,10,soc-LiveJournal1,LabelPropagation,1,1.1e-05,0.036886
run_ppcsr,10,soc-LiveJournal1,LabelPropagation,2,1.2e-05,0.039248
run_ppcsr,10,soc-LiveJournal1,LabelPropagation,3,1.1e-05,0.040555
run_ppcsr,10,soc-LiveJournal1,LabelPropagation,4,1.4e-05,0.039735
run_ppcsr,10,soc-LiveJournal1,LabelPropagation,5,1.3e-05,0.038246
run_ppcsr,10,soc-LiveJournal1,LabelPropagation,6,1.3e-05,0.038044
run_ppcsr,10,soc-LiveJournal1,LabelPropagation,7,1.3e-05,0.039369
run_ppcsr,10,soc-LiveJournal1,LabelPropagation,8,1.5e-05,0.037864
run_ppcsr,10,soc-LiveJournal1,LabelPropagation,9,1.7e-05,0.040903
run_ppcsr,10,soc-LiveJournal1,PageRank,0,8e-06,0.242263
run_ppcsr,10,soc-LiveJournal1,PageRank,1,1e-05,0.256158
run_ppcsr,10,soc-LiveJournal1,PageRank,2,1.1e-05,0.257253
run_ppcsr,10,soc-LiveJournal1,PageRank,3,1e-05,0.255016
run_ppcsr,10,soc-LiveJournal1,PageRank,4,1.1e-05,0.262583
run_ppcsr,10,soc-LiveJournal1,PageRank,5,1.3e-05,0.254686
run_ppcsr,10,soc-LiveJournal1,PageRank,6,1.2e-05,0.25271
run_ppcsr,10,soc-LiveJournal1,PageRank,7,1e-05,0.261084
run_ppcsr,10,soc-LiveJournal1,PageRank,8,1.4e-05,0.262446
run_ppcsr,10,soc-LiveJournal1,PageRank,9,4.4e-05,0.249853
run_ppcsr,10,soc-LiveJournal1,wBFS_unweighted,0,9e-06,5.103981
run_ppcsr,10,soc-LiveJournal1,wBFS_unweighted,1,1.1e-05,4.968582
run_ppcsr,10,soc-LiveJournal1,wBFS_unweighted,2,1.1e-05,4.99936
run_ppcsr,10,soc-LiveJournal1,wBFS_unweighted,3,2.1e-05,5.028972
run_ppcsr,10,soc-LiveJournal1,wBFS_unweighted,4,2.2e-05,4.962688
run_ppcsr,10,soc-LiveJournal1,wBFS_unweighted,5,3.9e-05,5.230003
run_ppcsr,10,soc-LiveJournal1,wBFS_unweighted,6,2.3e-05,4.995607
run_ppcsr,10,soc-LiveJournal1,wBFS_unweighted,7,2.5e-05,5.103777
run_ppcsr,10,soc-LiveJournal1,wBFS_unweighted,8,2.5e-05,5.020774
run_ppcsr,10,soc-LiveJournal1,wBFS_unweighted,9,2.6e-05,4.980123
run_ppcsr,10,twitter-unique-undir,BFS,0,9e-06,0.102048
run_ppcsr,10,twitter-unique-undir,BFS,1,1e-05,0.0966
run_ppcsr,10,twitter-unique-undir,BFS,2,1.1e-05,0.097169
run_ppcsr,10,twitter-unique-undir,BFS,3,1e-05,0.097153
run_ppcsr,10,twitter-unique-undir,BFS,4,1e-05,0.096949
run_ppcsr,10,twitter-unique-undir,BFS,5,1.1e-05,0.096181
run_ppcsr,10,twitter-unique-undir,BFS,6,9e-06,0.096787
run_ppcsr,10,twitter-unique-undir,BFS,7,1e-05,0.096976
run_ppcsr,10,twitter-unique-undir,BFS,8,1.2e-05,0.096
run_ppcsr,10,twitter-unique-undir,BFS,9,1.1e-05,0.096808
run_ppcsr,10,twitter-unique-undir,LabelPropagation,0,8e-06,0.989966
run_ppcsr,10,twitter-unique-undir,LabelPropagation,1,1.2e-05,1.00119
run_ppcsr,10,twitter-unique-undir,LabelPropagation,2,1.1e-05,1.008187
run_ppcsr,10,twitter-unique-undir,LabelPropagation,3,1e-05,0.999271
run_ppcsr,10,twitter-unique-undir,LabelPropagation,4,1e-05,0.999435
run_ppcsr,10,twitter-unique-undir,LabelPropagation,5,1.2e-05,0.987901
run_ppcsr,10,twitter-unique-undir,LabelPropagation,6,1.2e-05,0.997955
run_ppcsr,10,twitter-unique-undir,LabelPropagation,7,1.1e-05,1.000315
run_ppcsr,10,twitter-unique-undir,LabelPropagation,8,1.1e-05,1.001182
run_ppcsr,10,twitter-unique-undir,LabelPropagation,9,1.1e-05,1.004568
run_ppcsr,10,twitter-unique-undir,PageRank,0,7e-06,12.545144
run_ppcsr,10,twitter-unique-undir,PageRank,1,2.2e-05,12.252847
run_ppcsr,10,twitter-unique-undir,PageRank,2,3e-05,11.939016
run_ppcsr,10,twitter-unique-undir,PageRank,3,2.1e-05,12.37108
run_ppcsr,10,twitter-unique-undir,PageRank,4,2.2e-05,11.882432
run_ppcsr,10,twitter-unique-undir,PageRank,5,2.8e-05,10.615444
run_ppcsr,10,twitter-unique-undir,PageRank,6,3e-05,10.546055
run_ppcsr,10,twitter-unique-undir,PageRank,7,6.7e-05,10.558163
run_ppcsr,10,twitter-unique-undir,PageRank,8,5.5e-05,10.40549
run_ppcsr,10,twitter-unique-undir,PageRank,9,2.6e-05,10.188428
run_ppcsr,10,twitter-unique-undir,wBFS_unweighted,0,7e-06,26.496659
run_ppcsr,10,twitter-unique-undir,wBFS_unweighted,1,1.1e-05,25.00718
run_ppcsr,10,twitter-unique-undir,wBFS_unweighted,2,1.4e-05,24.567476
run_ppcsr,10,twitter-unique-undir,wBFS_unweighted,3,2.2e-05,24.614986
run_ppcsr,10,twitter-unique-undir,wBFS_unweighted,4,1.5e-05,25.564245
run_ppcsr,10,twitter-unique-undir,wBFS_unweighted,5,1.4e-05,24.391008
run_ppcsr,10,twitter-unique-undir,wBFS_unweighted,6,1.7e-05,24.674996
run_ppcsr,10,twitter-unique-undir,wBFS_unweighted,7,1.7e-05,25.535421
run_ppcsr,10,twitter-unique-undir,wBFS_unweighted,8,2.5e-05,28.988359
run_ppcsr,10,twitter-unique-undir,wBFS_unweighted,9,2.2e-05,28.241351
run_ppcsr,100,cit-Patents,BFS,0,1.3e-05,0.020318
run_ppcsr,100,cit-Patents,BFS,1,2.9e-05,0.016974
run_ppcsr,100,cit-Patents,BFS,2,3.5e-05,0.016895
run_ppcsr,100,cit-Patents,BFS,3,3.4e-05,0.018537
run_ppcsr,100,cit-Patents,BFS,4,0.000357,0.018727
run_ppcsr,100,cit-Patents,BFS,5,4.4e-05,0.018483
run_ppcsr,100,cit-Patents,BFS,6,4.4e-05,0.021111
run_ppcsr,100,cit-Patents,BFS,7,4.7e-05,0.018871
run_ppcsr,100,cit-Patents,BFS,8,4.7e-05,0.019378
run_ppcsr,100,cit-Patents,BFS,9,4.7e-05,0.018211
run_ppcsr,100,cit-Patents,LabelPropagation,0,1.2e-05,0.037403
run_ppcsr,100,cit-Patents,LabelPropagation,1,1.4e-05,0.037174
run_ppcsr,100,cit-Patents,LabelPropagation,2,1.4e-05,0.037398
run_ppcsr,100,cit-Patents,LabelPropagation,3,1.5e-05,0.03674
run_ppcsr,100,cit-Patents,LabelPropagation,4,1.4e-05,0.037858
run_ppcsr,100,cit-Patents,LabelPropagation,5,1.3e-05,0.038499
run_ppcsr,100,cit-Patents,LabelPropagation,6,1.4e-05,0.037743
run_ppcsr,100,cit-Patents,LabelPropagation,7,1.4e-05,0.038104
run_ppcsr,100,cit-Patents,LabelPropagation,8,1.4e-05,0.03762
run_ppcsr,100,cit-Patents,LabelPropagation,9,1.4e-05,0.036989
run_ppcsr,100,cit-Patents,PageRank,0,1.2e-05,0.265886
run_ppcsr,100,cit-Patents,PageRank,1,1.5e-05,0.254753
